,Date,State,Confirmed,Recovered,Deaths
0,2020-03-01,Arizona,1.0,1.0,0.0
1,2020-03-01,California,12.0,2.0,0.0
2,2020-03-01,Illinois,3.0,2.0,0.0
3,2020-03-01,Massachusetts,1.0,1.0,0.0
4,2020-03-01,Oregon,1.0,0.0,0.0
5,2020-03-01,Rhode Island,1.0,0.0,0.0
6,2020-03-01,Texas,1.0,0.0,0.0
7,2020-03-01,Washington,11.0,1.0,1.0
8,2020-03-01,Wisconsin,1.0,0.0,0.0
9,2020-03-02,Arizona,1.0,1.0,0.0
10,2020-03-02,California,21.0,2.0,0.0
11,2020-03-02,Florida,2.0,0.0,0.0
12,2020-03-02,Illinois,4.0,2.0,0.0
13,2020-03-02,Massachusetts,1.0,1.0,0.0
14,2020-03-02,New Hampshire,1.0,0.0,0.0
15,2020-03-02,New York,1.0,0.0,0.0
16,2020-03-02,Oregon,3.0,0.0,0.0
17,2020-03-02,Rhode Island,2.0,0.0,0.0
18,2020-03-02,Texas,1.0,0.0,0.0
19,2020-03-02,Washington,18.0,1.0,6.0
20,2020-03-02,Wisconsin,1.0,0.0,0.0
21,2020-03-03,Arizona,2.0,1.0,0.0
22,2020-03-03,California,25.0,2.0,0.0
23,2020-03-03,Florida,3.0,0.0,0.0
24,2020-03-03,Georgia,2.0,0.0,0.0
25,2020-03-03,Illinois,4.0,2.0,0.0
26,2020-03-03,Massachusetts,2.0,1.0,0.0
27,2020-03-03,New Hampshire,2.0,0.0,0.0
28,2020-03-03,New York,2.0,0.0,0.0
29,2020-03-03,North Carolina,1.0,0.0,0.0
30,2020-03-03,Oregon,3.0,0.0,0.0
31,2020-03-03,Rhode Island,2.0,0.0,0.0
32,2020-03-03,Texas,1.0,0.0,0.0
33,2020-03-03,Washington,27.0,1.0,7.0
34,2020-03-03,Wisconsin,1.0,1.0,0.0
35,2020-03-04,Arizona,2.0,1.0,0.0
36,2020-03-04,California,35.0,2.0,1.0
37,2020-03-04,Florida,3.0,0.0,0.0
38,2020-03-04,Georgia,2.0,0.0,0.0
39,2020-03-04,Illinois,4.0,2.0,0.0
40,2020-03-04,Massachusetts,2.0,1.0,0.0
41,2020-03-04,New Hampshire,2.0,0.0,0.0
42,2020-03-04,New York,11.0,0.0,0.0
43,2020-03-04,North Carolina,1.0,0.0,0.0
44,2020-03-04,Oregon,3.0,0.0,0.0
45,2020-03-04,Rhode Island,2.0,0.0,0.0
46,2020-03-04,Texas,1.0,0.0,0.0
47,2020-03-04,Washington,39.0,1.0,10.0
48,2020-03-04,Wisconsin,1.0,1.0,0.0
49,2020-03-05,Arizona,2.0,1.0,0.0
50,2020-03-05,California,51.0,2.0,1.0
51,2020-03-05,Florida,4.0,0.0,0.0
52,2020-03-05,Georgia,2.0,0.0,0.0
53,2020-03-05,Illinois,5.0,2.0,0.0
54,2020-03-05,Massachusetts,2.0,1.0,0.0
55,2020-03-05,Nevada,1.0,0.0,0.0
56,2020-03-05,New Hampshire,2.0,0.0,0.0
57,2020-03-05,New Jersey,2.0,0.0,0.0
58,2020-03-05,New York,23.0,0.0,0.0
59,2020-03-05,North Carolina,1.0,0.0,0.0
60,2020-03-05,Oregon,3.0,0.0,0.0
61,2020-03-05,Rhode Island,2.0,0.0,0.0
62,2020-03-05,Tennessee,1.0,0.0,0.0
63,2020-03-05,Texas,4.0,0.0,0.0
64,2020-03-05,Washington,70.0,1.0,11.0
65,2020-03-05,Wisconsin,1.0,1.0,0.0
66,2020-03-06,Arizona,3.0,1.0,0.0
67,2020-03-06,California,59.0,2.0,1.0
68,2020-03-06,Colorado,4.0,0.0,0.0
69,2020-03-06,Florida,4.0,0.0,0.0
70,2020-03-06,Georgia,3.0,0.0,0.0
71,2020-03-06,Illinois,5.0,2.0,0.0
72,2020-03-06,Indiana,1.0,0.0,0.0
73,2020-03-06,Kentucky,1.0,0.0,0.0
74,2020-03-06,Maryland,3.0,0.0,0.0
75,2020-03-06,Massachusetts,7.0,1.0,0.0
76,2020-03-06,Minnesota,1.0,0.0,0.0
77,2020-03-06,Nebraska,1.0,0.0,0.0
78,2020-03-06,Nevada,2.0,0.0,0.0
79,2020-03-06,New Hampshire,2.0,0.0,0.0
80,2020-03-06,New Jersey,2.0,0.0,0.0
81,2020-03-06,New York,36.0,0.0,0.0
82,2020-03-06,North Carolina,2.0,0.0,0.0
83,2020-03-06,Oregon,3.0,0.0,0.0
84,2020-03-06,Pennsylvania,2.0,0.0,0.0
85,2020-03-06,Rhode Island,2.0,0.0,0.0
86,2020-03-06,Tennessee,1.0,0.0,0.0
87,2020-03-06,Texas,5.0,0.0,0.0
88,2020-03-06,Washington,83.0,1.0,13.0
89,2020-03-06,Wisconsin,1.0,1.0,0.0
90,2020-03-07,Arizona,5.0,1.0,0.0
91,2020-03-07,California,82.0,2.0,1.0
92,2020-03-07,Colorado,8.0,0.0,0.0
93,2020-03-07,Connecticut,2.0,0.0,0.0
94,2020-03-07,Florida,8.0,0.0,0.0
95,2020-03-07,Georgia,6.0,0.0,0.0
96,2020-03-07,Hawaii,1.0,0.0,0.0
97,2020-03-07,Illinois,6.0,2.0,0.0
98,2020-03-07,Indiana,1.0,0.0,0.0
99,2020-03-07,Kentucky,1.0,0.0,0.0
100,2020-03-07,Maryland,3.0,0.0,0.0
101,2020-03-07,Massachusetts,7.0,1.0,0.0
102,2020-03-07,Minnesota,1.0,0.0,0.0
103,2020-03-07,Nebraska,1.0,0.0,0.0
104,2020-03-07,Nevada,2.0,0.0,0.0
105,2020-03-07,New Hampshire,2.0,0.0,0.0
106,2020-03-07,New Jersey,4.0,0.0,0.0
107,2020-03-07,New York,76.0,0.0,0.0
108,2020-03-07,North Carolina,2.0,0.0,0.0
109,2020-03-07,Oklahoma,1.0,0.0,0.0
110,2020-03-07,Oregon,6.0,0.0,0.0
111,2020-03-07,Pennsylvania,2.0,0.0,0.0
112,2020-03-07,Rhode Island,3.0,0.0,0.0
113,2020-03-07,South Carolina,2.0,0.0,0.0
114,2020-03-07,Tennessee,1.0,0.0,0.0
115,2020-03-07,Texas,9.0,0.0,0.0
116,2020-03-07,Utah,1.0,0.0,0.0
117,2020-03-07,Washington,107.0,1.0,16.0
118,2020-03-07,Wisconsin,1.0,1.0,0.0
119,2020-03-08,Arizona,5.0,1.0,0.0
120,2020-03-08,California,98.0,2.0,1.0
121,2020-03-08,Colorado,8.0,0.0,0.0
122,2020-03-08,Connecticut,1.0,0.0,0.0
123,2020-03-08,District of Columbia,2.0,0.0,0.0
124,2020-03-08,Florida,11.0,0.0,2.0
125,2020-03-08,Georgia,5.0,0.0,0.0
126,2020-03-08,Hawaii,1.0,0.0,0.0
127,2020-03-08,Illinois,7.0,2.0,0.0
128,2020-03-08,Indiana,2.0,0.0,0.0
129,2020-03-08,Kansas,1.0,0.0,0.0
130,2020-03-08,Kentucky,1.0,0.0,0.0
131,2020-03-08,Maryland,5.0,0.0,0.0
132,2020-03-08,Massachusetts,24.0,1.0,0.0
133,2020-03-08,Minnesota,1.0,0.0,0.0
134,2020-03-08,Missouri,1.0,0.0,0.0
135,2020-03-08,Nebraska,1.0,0.0,0.0
136,2020-03-08,Nevada,4.0,0.0,0.0
137,2020-03-08,New Hampshire,6.0,0.0,0.0
138,2020-03-08,New Jersey,5.0,0.0,0.0
139,2020-03-08,New York,106.0,0.0,0.0
140,2020-03-08,North Carolina,2.0,0.0,0.0
141,2020-03-08,Oklahoma,1.0,0.0,0.0
142,2020-03-08,Oregon,14.0,0.0,0.0
143,2020-03-08,Pennsylvania,6.0,0.0,0.0
144,2020-03-08,Rhode Island,3.0,0.0,0.0
145,2020-03-08,South Carolina,2.0,0.0,0.0
146,2020-03-08,Tennessee,3.0,0.0,0.0
147,2020-03-08,Texas,12.0,0.0,0.0
148,2020-03-08,Utah,1.0,0.0,0.0
149,2020-03-08,Vermont,1.0,0.0,0.0
150,2020-03-08,Virginia,2.0,0.0,0.0
151,2020-03-08,Washington,128.0,1.0,18.0
152,2020-03-08,Wisconsin,1.0,1.0,0.0
153,2020-03-09,Arizona,5.0,1.0,0.0
154,2020-03-09,California,104.0,2.0,1.0
155,2020-03-09,Colorado,8.0,0.0,0.0
156,2020-03-09,Connecticut,1.0,0.0,0.0
157,2020-03-09,District of Columbia,2.0,0.0,0.0
158,2020-03-09,Florida,14.0,0.0,2.0
159,2020-03-09,Georgia,10.0,0.0,0.0
160,2020-03-09,Hawaii,2.0,0.0,0.0
161,2020-03-09,Illinois,7.0,2.0,0.0
162,2020-03-09,Indiana,3.0,0.0,0.0
163,2020-03-09,Iowa,3.0,0.0,0.0
164,2020-03-09,Kansas,1.0,0.0,0.0
165,2020-03-09,Kentucky,4.0,0.0,0.0
166,2020-03-09,Louisiana,1.0,0.0,0.0
167,2020-03-09,Maryland,5.0,0.0,0.0
168,2020-03-09,Massachusetts,24.0,1.0,0.0
169,2020-03-09,Minnesota,2.0,0.0,0.0
170,2020-03-09,Missouri,1.0,0.0,0.0
171,2020-03-09,Nebraska,3.0,0.0,0.0
172,2020-03-09,Nevada,4.0,0.0,0.0
173,2020-03-09,New Hampshire,5.0,0.0,0.0
174,2020-03-09,New Jersey,5.0,0.0,0.0
175,2020-03-09,New York,142.0,0.0,0.0
176,2020-03-09,North Carolina,2.0,0.0,0.0
177,2020-03-09,Oklahoma,1.0,0.0,0.0
178,2020-03-09,Oregon,14.0,0.0,0.0
179,2020-03-09,Pennsylvania,7.0,0.0,0.0
180,2020-03-09,Rhode Island,3.0,0.0,0.0
181,2020-03-09,South Carolina,6.0,0.0,0.0
182,2020-03-09,Tennessee,3.0,0.0,0.0
183,2020-03-09,Texas,14.0,0.0,0.0
184,2020-03-09,Utah,1.0,0.0,0.0
185,2020-03-09,Vermont,1.0,0.0,0.0
186,2020-03-09,Virginia,2.0,0.0,0.0
187,2020-03-09,Washington,128.0,1.0,19.0
188,2020-03-09,Wisconsin,1.0,1.0,0.0
189,2020-03-10,Alaska,0.0,0.0,0.0
190,2020-03-10,Arizona,6.0,1.0,0.0
191,2020-03-10,Arkansas,0.0,0.0,0.0
192,2020-03-10,California,144.0,2.0,2.0
193,2020-03-10,Colorado,15.0,0.0,0.0
194,2020-03-10,Connecticut,2.0,0.0,0.0
195,2020-03-10,Delaware,0.0,0.0,0.0
196,2020-03-10,District of Columbia,5.0,0.0,0.0
197,2020-03-10,Florida,15.0,0.0,2.0
198,2020-03-10,Georgia,17.0,0.0,0.0
199,2020-03-10,Hawaii,2.0,0.0,0.0
200,2020-03-10,Idaho,0.0,0.0,0.0
201,2020-03-10,Illinois,12.0,2.0,0.0
202,2020-03-10,Indiana,6.0,0.0,0.0
203,2020-03-10,Iowa,8.0,0.0,0.0
204,2020-03-10,Kansas,1.0,0.0,0.0
205,2020-03-10,Kentucky,6.0,0.0,0.0
206,2020-03-10,Louisiana,1.0,0.0,0.0
207,2020-03-10,Maine,0.0,0.0,0.0
208,2020-03-10,Maryland,8.0,0.0,0.0
209,2020-03-10,Massachusetts,92.0,1.0,0.0
210,2020-03-10,Michigan,0.0,0.0,0.0
211,2020-03-10,Minnesota,3.0,0.0,0.0
212,2020-03-10,Mississippi,0.0,0.0,0.0
213,2020-03-10,Missouri,1.0,0.0,0.0
214,2020-03-10,Montana,0.0,0.0,0.0
215,2020-03-10,Nebraska,3.0,0.0,0.0
216,2020-03-10,Nevada,4.0,0.0,0.0
217,2020-03-10,New Hampshire,4.0,0.0,0.0
218,2020-03-10,New Jersey,15.0,0.0,1.0
219,2020-03-10,New Mexico,0.0,0.0,0.0
220,2020-03-10,New York,173.0,0.0,0.0
221,2020-03-10,North Carolina,7.0,0.0,0.0
222,2020-03-10,North Dakota,0.0,0.0,0.0
223,2020-03-10,Ohio,3.0,0.0,0.0
224,2020-03-10,Oklahoma,2.0,0.0,0.0
225,2020-03-10,Oregon,15.0,0.0,0.0
226,2020-03-10,Pennsylvania,12.0,0.0,0.0
227,2020-03-10,Rhode Island,3.0,0.0,0.0
228,2020-03-10,South Carolina,7.0,0.0,0.0
229,2020-03-10,South Dakota,0.0,0.0,0.0
230,2020-03-10,Tennessee,7.0,0.0,0.0
231,2020-03-10,Texas,13.0,0.0,0.0
232,2020-03-10,Utah,2.0,0.0,0.0
233,2020-03-10,Vermont,1.0,0.0,0.0
234,2020-03-10,Virginia,7.0,0.0,0.0
235,2020-03-10,Washington,267.0,1.0,23.0
236,2020-03-10,West Virginia,0.0,0.0,0.0
237,2020-03-10,Wisconsin,3.0,1.0,0.0
238,2020-03-10,Wyoming,0.0,0.0,0.0
239,2020-03-11,Alaska,0.0,0.0,0.0
240,2020-03-11,Arizona,9.0,1.0,0.0
241,2020-03-11,Arkansas,1.0,0.0,0.0
242,2020-03-11,California,177.0,2.0,3.0
243,2020-03-11,Colorado,34.0,0.0,0.0
244,2020-03-11,Connecticut,3.0,0.0,0.0
245,2020-03-11,Delaware,1.0,0.0,0.0
246,2020-03-11,District of Columbia,10.0,0.0,0.0
247,2020-03-11,Florida,28.0,0.0,2.0
248,2020-03-11,Georgia,23.0,0.0,0.0
249,2020-03-11,Hawaii,2.0,0.0,0.0
250,2020-03-11,Idaho,0.0,0.0,0.0
251,2020-03-11,Illinois,25.0,2.0,0.0
252,2020-03-11,Indiana,11.0,0.0,0.0
253,2020-03-11,Iowa,13.0,0.0,0.0
254,2020-03-11,Kansas,1.0,0.0,0.0
255,2020-03-11,Kentucky,8.0,0.0,0.0
256,2020-03-11,Louisiana,6.0,0.0,0.0
257,2020-03-11,Maine,0.0,0.0,0.0
258,2020-03-11,Maryland,9.0,0.0,0.0
259,2020-03-11,Massachusetts,95.0,1.0,0.0
260,2020-03-11,Michigan,2.0,0.0,0.0
261,2020-03-11,Minnesota,5.0,0.0,0.0
262,2020-03-11,Mississippi,0.0,0.0,0.0
263,2020-03-11,Missouri,1.0,0.0,0.0
264,2020-03-11,Montana,1.0,0.0,0.0
265,2020-03-11,Nebraska,5.0,0.0,0.0
266,2020-03-11,Nevada,7.0,0.0,0.0
267,2020-03-11,New Hampshire,5.0,0.0,0.0
268,2020-03-11,New Jersey,23.0,0.0,1.0
269,2020-03-11,New Mexico,3.0,0.0,0.0
270,2020-03-11,New York,220.0,0.0,0.0
271,2020-03-11,North Carolina,7.0,0.0,0.0
272,2020-03-11,North Dakota,0.0,0.0,0.0
273,2020-03-11,Ohio,4.0,0.0,0.0
274,2020-03-11,Oklahoma,2.0,0.0,0.0
275,2020-03-11,Oregon,19.0,0.0,0.0
276,2020-03-11,Pennsylvania,16.0,0.0,0.0
277,2020-03-11,Rhode Island,5.0,0.0,0.0
278,2020-03-11,South Carolina,10.0,0.0,0.0
279,2020-03-11,South Dakota,8.0,0.0,1.0
280,2020-03-11,Tennessee,9.0,0.0,0.0
281,2020-03-11,Texas,21.0,0.0,0.0
282,2020-03-11,Utah,3.0,0.0,0.0
283,2020-03-11,Vermont,1.0,0.0,0.0
284,2020-03-11,Virginia,9.0,0.0,0.0
285,2020-03-11,Washington,366.0,1.0,29.0
286,2020-03-11,West Virginia,0.0,0.0,0.0
287,2020-03-11,Wisconsin,6.0,1.0,0.0
288,2020-03-11,Wyoming,0.0,0.0,0.0
289,2020-03-12,Alaska,0.0,0.0,0.0
290,2020-03-12,Arizona,9.0,1.0,0.0
291,2020-03-12,Arkansas,6.0,0.0,0.0
292,2020-03-12,California,221.0,6.0,4.0
293,2020-03-12,Colorado,45.0,0.0,0.0
294,2020-03-12,Connecticut,5.0,0.0,0.0
295,2020-03-12,Delaware,1.0,0.0,0.0
296,2020-03-12,District of Columbia,10.0,0.0,0.0
297,2020-03-12,Florida,35.0,0.0,2.0
298,2020-03-12,Georgia,31.0,0.0,1.0
299,2020-03-12,Hawaii,2.0,0.0,0.0
300,2020-03-12,Idaho,0.0,0.0,0.0
301,2020-03-12,Illinois,32.0,2.0,0.0
302,2020-03-12,Indiana,13.0,0.0,0.0
303,2020-03-12,Iowa,16.0,0.0,0.0
304,2020-03-12,Kansas,1.0,0.0,0.0
305,2020-03-12,Kentucky,10.0,0.0,0.0
306,2020-03-12,Louisiana,19.0,0.0,0.0
307,2020-03-12,Maine,0.0,0.0,0.0
308,2020-03-12,Maryland,12.0,0.0,0.0
309,2020-03-12,Massachusetts,108.0,1.0,0.0
310,2020-03-12,Michigan,2.0,0.0,0.0
311,2020-03-12,Minnesota,9.0,0.0,0.0
312,2020-03-12,Mississippi,1.0,0.0,0.0
313,2020-03-12,Missouri,1.0,0.0,0.0
314,2020-03-12,Montana,1.0,0.0,0.0
315,2020-03-12,Nebraska,10.0,0.0,0.0
316,2020-03-12,Nevada,14.0,0.0,0.0
317,2020-03-12,New Hampshire,6.0,0.0,0.0
318,2020-03-12,New Jersey,29.0,0.0,1.0
319,2020-03-12,New Mexico,5.0,0.0,0.0
320,2020-03-12,New York,328.0,0.0,0.0
321,2020-03-12,North Carolina,15.0,0.0,0.0
322,2020-03-12,North Dakota,1.0,0.0,0.0
323,2020-03-12,Ohio,5.0,0.0,0.0
324,2020-03-12,Oklahoma,2.0,0.0,0.0
325,2020-03-12,Oregon,24.0,0.0,0.0
326,2020-03-12,Pennsylvania,22.0,0.0,0.0
327,2020-03-12,Rhode Island,5.0,0.0,0.0
328,2020-03-12,South Carolina,12.0,0.0,0.0
329,2020-03-12,South Dakota,8.0,0.0,1.0
330,2020-03-12,Tennessee,18.0,0.0,0.0
331,2020-03-12,Texas,27.0,0.0,0.0
332,2020-03-12,Utah,5.0,0.0,0.0
333,2020-03-12,Vermont,2.0,0.0,0.0
334,2020-03-12,Virginia,17.0,0.0,0.0
335,2020-03-12,Washington,442.0,1.0,31.0
336,2020-03-12,West Virginia,0.0,0.0,0.0
337,2020-03-12,Wisconsin,8.0,1.0,0.0
338,2020-03-12,Wyoming,1.0,0.0,0.0
339,2020-03-13,Alabama,5.0,0.0,0.0
340,2020-03-13,Alaska,1.0,0.0,0.0
341,2020-03-13,Arizona,9.0,1.0,0.0
342,2020-03-13,Arkansas,6.0,0.0,0.0
343,2020-03-13,California,282.0,6.0,4.0
344,2020-03-13,Colorado,49.0,0.0,0.0
345,2020-03-13,Connecticut,11.0,0.0,0.0
346,2020-03-13,Delaware,4.0,0.0,0.0
347,2020-03-13,District of Columbia,10.0,0.0,0.0
348,2020-03-13,Florida,50.0,0.0,2.0
349,2020-03-13,Georgia,42.0,0.0,1.0
350,2020-03-13,Hawaii,2.0,0.0,0.0
351,2020-03-13,Idaho,1.0,0.0,0.0
352,2020-03-13,Illinois,46.0,2.0,0.0
353,2020-03-13,Indiana,13.0,0.0,0.0
354,2020-03-13,Iowa,17.0,0.0,0.0
355,2020-03-13,Kansas,5.0,0.0,1.0
356,2020-03-13,Kentucky,14.0,0.0,0.0
357,2020-03-13,Louisiana,36.0,0.0,0.0
358,2020-03-13,Maine,1.0,0.0,0.0
359,2020-03-13,Maryland,18.0,0.0,0.0
360,2020-03-13,Massachusetts,123.0,1.0,0.0
361,2020-03-13,Michigan,16.0,0.0,0.0
362,2020-03-13,Minnesota,14.0,0.0,0.0
363,2020-03-13,Mississippi,1.0,0.0,0.0
364,2020-03-13,Missouri,2.0,0.0,0.0
365,2020-03-13,Montana,1.0,0.0,0.0
366,2020-03-13,Nebraska,13.0,0.0,0.0
367,2020-03-13,Nevada,17.0,0.0,0.0
368,2020-03-13,New Hampshire,6.0,0.0,0.0
369,2020-03-13,New Jersey,29.0,0.0,1.0
370,2020-03-13,New Mexico,10.0,0.0,0.0
371,2020-03-13,New York,421.0,0.0,0.0
372,2020-03-13,North Carolina,17.0,0.0,0.0
373,2020-03-13,North Dakota,1.0,0.0,0.0
374,2020-03-13,Ohio,13.0,0.0,0.0
375,2020-03-13,Oklahoma,2.0,0.0,0.0
376,2020-03-13,Oregon,30.0,0.0,0.0
377,2020-03-13,Pennsylvania,41.0,0.0,0.0
378,2020-03-13,Rhode Island,14.0,0.0,0.0
379,2020-03-13,South Carolina,13.0,0.0,0.0
380,2020-03-13,South Dakota,8.0,0.0,1.0
381,2020-03-13,Tennessee,26.0,0.0,0.0
382,2020-03-13,Texas,43.0,0.0,0.0
383,2020-03-13,Utah,9.0,0.0,0.0
384,2020-03-13,Vermont,2.0,0.0,0.0
385,2020-03-13,Virginia,30.0,0.0,0.0
386,2020-03-13,Washington,568.0,1.0,37.0
387,2020-03-13,West Virginia,0.0,0.0,0.0
388,2020-03-13,Wisconsin,19.0,1.0,0.0
389,2020-03-13,Wyoming,1.0,0.0,0.0
390,2020-03-14,Alabama,6.0,0.0,0.0
391,2020-03-14,Arizona,12.0,1.0,0.0
392,2020-03-14,Arkansas,12.0,0.0,0.0
393,2020-03-14,California,340.0,6.0,5.0
394,2020-03-14,Colorado,101.0,0.0,1.0
395,2020-03-14,Connecticut,22.0,0.0,0.0
396,2020-03-14,Delaware,6.0,0.0,0.0
397,2020-03-14,District of Columbia,10.0,0.0,0.0
398,2020-03-14,Florida,76.0,0.0,3.0
399,2020-03-14,Georgia,66.0,0.0,1.0
400,2020-03-14,Hawaii,4.0,0.0,0.0
401,2020-03-14,Idaho,2.0,0.0,0.0
402,2020-03-14,Illinois,64.0,2.0,0.0
403,2020-03-14,Indiana,16.0,0.0,0.0
404,2020-03-14,Iowa,17.0,0.0,0.0
405,2020-03-14,Kansas,8.0,0.0,1.0
406,2020-03-14,Kentucky,14.0,0.0,0.0
407,2020-03-14,Louisiana,77.0,0.0,1.0
408,2020-03-14,Maine,3.0,0.0,0.0
409,2020-03-14,Maryland,26.0,0.0,0.0
410,2020-03-14,Massachusetts,138.0,1.0,0.0
411,2020-03-14,Michigan,25.0,0.0,0.0
412,2020-03-14,Minnesota,21.0,0.0,0.0
413,2020-03-14,Mississippi,6.0,0.0,0.0
414,2020-03-14,Missouri,4.0,0.0,0.0
415,2020-03-14,Montana,5.0,0.0,0.0
416,2020-03-14,Nebraska,14.0,0.0,0.0
417,2020-03-14,Nevada,21.0,0.0,0.0
418,2020-03-14,New Hampshire,7.0,0.0,0.0
419,2020-03-14,New Jersey,69.0,0.0,1.0
420,2020-03-14,New Mexico,10.0,0.0,0.0
421,2020-03-14,New York,525.0,0.0,2.0
422,2020-03-14,North Carolina,24.0,0.0,0.0
423,2020-03-14,North Dakota,1.0,0.0,0.0
424,2020-03-14,Ohio,26.0,0.0,0.0
425,2020-03-14,Oklahoma,4.0,0.0,0.0
426,2020-03-14,Oregon,32.0,0.0,0.0
427,2020-03-14,Pennsylvania,47.0,0.0,0.0
428,2020-03-14,Puerto Rico,3.0,0.0,0.0
429,2020-03-14,Rhode Island,20.0,0.0,0.0
430,2020-03-14,South Carolina,19.0,0.0,0.0
431,2020-03-14,South Dakota,9.0,0.0,1.0
432,2020-03-14,Tennessee,32.0,0.0,0.0
433,2020-03-14,Texas,57.0,0.0,0.0
434,2020-03-14,Utah,10.0,0.0,0.0
435,2020-03-14,Vermont,5.0,0.0,0.0
436,2020-03-14,Virginia,41.0,0.0,1.0
437,2020-03-14,Washington,572.0,1.0,37.0
438,2020-03-14,West Virginia,0.0,0.0,0.0
439,2020-03-14,Wisconsin,27.0,1.0,0.0
440,2020-03-14,Wyoming,2.0,0.0,0.0
441,2020-03-15,Alabama,12.0,0.0,0.0
442,2020-03-15,Alaska,1.0,0.0,0.0
443,2020-03-15,Arizona,13.0,1.0,0.0
444,2020-03-15,Arkansas,16.0,0.0,0.0
445,2020-03-15,California,426.0,6.0,6.0
